	TCGA-3C-AAAU-01A	TCGA-3C-AALI-01A	TCGA-3C-AALJ-01A	TCGA-3C-AALK-01A	TCGA-4H-AAAK-01A	TCGA-5L-AAT0-01A	TCGA-5L-AAT1-01A	TCGA-5T-A9QA-01A	TCGA-A1-A0SB-01A	TCGA-A1-A0SD-01A	TCGA-A1-A0SE-01A	TCGA-A1-A0SF-01A	TCGA-A1-A0SG-01A	TCGA-A1-A0SH-01A	TCGA-A1-A0SI-01A	TCGA-A1-A0SJ-01A	TCGA-A1-A0SK-01A	TCGA-A1-A0SM-01A	TCGA-A1-A0SN-01A	TCGA-A1-A0SO-01A	TCGA-A1-A0SP-01A	TCGA-A1-A0SQ-01A	TCGA-A2-A04N-01A	TCGA-A2-A04P-01A	TCGA-A2-A04Q-01A	TCGA-A2-A04R-01A	TCGA-A2-A04T-01A	TCGA-A2-A04U-01A	TCGA-A2-A04V-01A	TCGA-A2-A04W-01A	TCGA-A2-A04X-01A	TCGA-A2-A04Y-01A	TCGA-A2-A0CK-01A	TCGA-A2-A0CL-01A	TCGA-A2-A0CM-01A	TCGA-A2-A0CO-01A	TCGA-A2-A0CP-01A	TCGA-A2-A0CQ-01A	TCGA-A2-A0CR-01A	TCGA-A2-A0CS-01A	TCGA-A2-A0CT-01A	TCGA-A2-A0CU-01A	TCGA-A2-A0CV-01A	TCGA-A2-A0CW-01A	TCGA-A2-A0CX-01A	TCGA-A2-A0CY-01A	TCGA-A2-A0CZ-01A	TCGA-A2-A0D0-01A	TCGA-A2-A0D1-01A	TCGA-A2-A0D2-01A	TCGA-A2-A0D3-01A	TCGA-A2-A0D4-01A	TCGA-A2-A0EM-01A	TCGA-A2-A0EN-01A	TCGA-A2-A0EO-01A	TCGA-A2-A0EP-01A	TCGA-A2-A0EQ-01A	TCGA-A2-A0ER-01A	TCGA-A2-A0ES-01A	TCGA-A2-A0ET-01A	TCGA-A2-A0EU-01A	TCGA-A2-A0EV-01A	TCGA-A2-A0EW-01A	TCGA-A2-A0EX-01A	TCGA-A2-A0EY-01A	TCGA-A2-A0ST-01A	TCGA-A2-A0SU-01A	TCGA-A2-A0SV-01A	TCGA-A2-A0SW-01A	TCGA-A2-A0SX-01A	TCGA-A2-A0SY-01A	TCGA-A2-A0T0-01A	TCGA-A2-A0T1-01A	TCGA-A2-A0T2-01A	TCGA-A2-A0T3-01A	TCGA-A2-A0T4-01A	TCGA-A2-A0T5-01A	TCGA-A2-A0T6-01A	TCGA-A2-A0T7-01A	TCGA-A2-A0YC-01A	TCGA-A2-A0YD-01A	TCGA-A2-A0YE-01A	TCGA-A2-A0YF-01A	TCGA-A2-A0YG-01A	TCGA-A2-A0YH-01A	TCGA-A2-A0YI-01A	TCGA-A2-A0YJ-01A	TCGA-A2-A0YK-01A	TCGA-A2-A0YL-01A	TCGA-A2-A0YM-01A	TCGA-A2-A0YT-01A	TCGA-A2-A1FV-01A	TCGA-A2-A1FW-01A	TCGA-A2-A1FX-01A	TCGA-A2-A1FZ-01A	TCGA-A2-A1G0-01A	TCGA-A2-A1G1-01A	TCGA-A2-A1G4-01A	TCGA-A2-A1G6-01A	TCGA-A2-A259-01A
MARCKSL1	8.097240926764151	6.98115301109879	8.234486015584249	8.4159225216714	8.06816460834204	8.20335171735908	7.79232201945447	7.540172042655111	7.8642107460202	7.069597752733491	8.42593316436786	8.8692622506367	7.652722053960611	7.35651884462744	7.92178749302667	7.16130813470614	8.87861316545887	9.13902225406069	7.35188856983395	9.182458489161618	8.5640554389912	7.3626317293617305	7.72931060288854	8.98660861767379	8.07980688494971	7.43742115688165	9.045407263395779	8.36249141164077	8.52832313194556	8.362007016322071	8.20721076216722	7.25762877992954	8.29667444297865	7.521597479879071	7.64739435843538	7.24795102209761	7.945786120699361	7.225084832985781	8.27430949017878	7.67029144741857	7.75457433358197	8.44846298088225	7.76826380829855	8.24196887131694	7.879037086361611	9.49553830392177	7.066005551275389	9.1957894791327	9.39385044752966	7.2327045382860895	8.22789164880392	8.01513530807111	8.00864729542965	6.8533764900072	8.29527822932515	6.81038959322147	8.30283647070229	7.176141916600599	6.82830355242597	6.20900407292275	7.72457649162019	7.753512708211911	6.91550033319007	8.013978051093071	7.442494341947651	7.92072422716207	7.8071386833060705	7.71570551987422	8.23407600922237	7.84604177604846	8.10530493506872	8.53575040152052	8.2088692294351	9.697190616872131	7.3661615946059005	7.039974477924991	7.85181648067917	7.25773984490785	7.460270243623019	7.51796166867924	7.21129992180851	8.22802500830582	6.89552695661643	8.37872319076434	6.9228837766266205	6.41460289802959	8.20448422398298	6.81272494566073	7.07653720363297	7.73788393838424	7.11403397822114	8.04518835849756	7.53356530312436	7.51323540288661	7.94418165211382	7.729155785786659	7.627266468495019	8.05911448208916	6.54494286492821	7.0826490506147
ARF1	7.336923696627849	7.37741814249841	8.09987824118822	7.54769294225022	6.93144185041116	7.239233678422231	7.44134029012829	8.433614787509429	6.68413979444288	7.247570728061941	7.87107365500857	7.8928349109296105	7.44825379038743	7.750897558841469	7.70907600380211	8.3157966357342	6.443298511179191	8.32338295162264	7.90583171267465	7.4959059482099	7.408301779316959	8.00687268692853	6.9931456292090095	8.20668469277268	7.99576026798434	8.228440445495991	8.288752810856991	9.38750923073191	7.27169809946972	9.007370306157	6.72760662913422	6.65101581109827	7.60622556672287	7.00991235830657	7.839666349925669	7.351340427671929	7.267467251103691	8.17041900841897	7.37759508511045	8.23284091584282	7.066662305245139	7.625470456123179	7.8396489324926995	8.0400281170904	8.38947545964142	8.236781096253459	7.52347570492313	8.93623437926073	7.83313181955466	8.58478088294762	8.03991375786896	8.130905864839919	7.74342084450611	7.59150901445515	7.795010262957339	7.2141292364675	8.08942776640344	7.545568577062711	7.000627590236981	7.83334176286165	6.94563078730711	7.6487892021226	6.622900216881829	7.2184824509296295	7.8015651050855395	7.488474507435201	7.42875606719056	8.34570740541793	8.34515321047265	7.65161574129395	7.5223708182563405	8.12481550958773	7.821466364950741	7.666900393176191	7.488262198025531	7.81252630702603	8.12760765913468	7.113344772387969	7.49600273151061	7.27521249103426	7.69874433587787	7.93712604255313	6.90235042195013	7.26115613098306	7.79679475619897	7.4246232168705	8.15877120507325	7.14821534363346	6.87354769443102	7.39636723601514	8.14159232085485	6.45825072530866	7.06106618880316	7.28198984545563	7.65704177978675	7.156600663951019	6.753002856091079	7.0777550224761905	6.8792222890014	6.96285583619742
RPL35	7.1077297772965	7.83507362524477	8.74903798861861	7.91545197349767	8.138627309470591	8.17301613137955	8.13382620997798	8.087619980342879	8.20537667706935	7.15667121269819	7.876138075554531	8.12306826973231	7.31059138237701	7.168208178689519	6.63552920155244	7.33521936682464	8.443078143323179	6.741881756868921	7.725293332079411	6.85100224149229	8.65049830253082	6.9463225252947804	7.37517552571715	10.120985240947899	8.24233733072896	8.13630360632881	8.72824599915891	11.2310783009871	9.08617606462906	8.67091017620214	8.2833303705943	7.826446408674999	8.64603204095314	7.067834666751651	7.19530626921814	8.34779482171322	8.904488280623161	8.337145889722139	9.757367130098311	8.35808233931764	7.366396881265991	7.38030569195617	8.52465225296985	7.634136223956139	7.85339891314854	9.708229905892711	8.6474431172252	9.869200010613211	9.26109071950854	7.695608171453741	7.490973940367299	7.731519634052041	7.710836170384639	7.569948952577111	8.25156814233439	8.17874174006588	8.84477792831107	7.831484921599599	7.495383222310539	7.46266896124806	7.14006163936148	7.05530907183834	7.335876729685639	8.992000860258859	7.188861053600419	8.16662038356385	7.81172197704064	8.11234844844801	7.41947877240641	7.28571585081182	8.54737594368912	8.45051475780304	9.03987925429841	7.90694003776811	7.51153882785622	8.050449253754769	8.57111514286243	7.37042851402089	7.10293020718304	7.06530659887565	7.112121813190111	6.88352001094923	6.83940006021063	7.12106875437972	6.71499942230164	7.42814632283379	7.3505088849577405	7.241616419438139	7.89884834119143	8.199245640387911	6.7333651874632094	7.51429316224712	7.1486945381307105	6.67619614672484	6.5792932099878	6.795001969664019	7.17045952408249	7.81787937264068	7.618582944760821	7.690041329841679
SFRP2	6.17054976771849	6.700645708877079	8.17621659120028	8.72272284594624	8.77087809010758	8.44098223449635	8.29465135155566	3.18823071917204	4.89179444169891	8.35833902151616	8.41663060505115	8.12049242579914	8.56383883711759	9.6504814850535	9.06807263344134	7.47514587085544	5.32954607958658	8.38732562455157	9.03069541971638	4.836973816679071	6.93693852499485	6.45815557936455	8.789356127141401	6.6179982073470995	7.631292452938089	7.95105200072573	4.50105103191557	7.99287461198603	8.80918469837991	8.90841344586312	5.84420615627004	7.380237396887231	8.04956249838377	7.187336300228809	7.07489598921467	7.72736207229314	9.25140937249289	6.6852425352731	8.68450973982442	7.883424058989999	6.85946626033571	7.44196549365159	8.93670665883798	6.95226060491421	8.26395012508935	3.88566169100082	8.90239178525761	4.32159180066533	6.004478122393969	8.05155252891579	7.33822304475903	5.13650412617039	8.35962319600217	8.84167772487439	9.41431791689145	8.50454930157969	6.402667830897701	6.184908331350809	7.76841736836437	4.35267541544614	7.1902702584975495	8.38848654807159	8.50591010790662	9.242586478073301	6.998471903984901	6.013697642314769	7.59651154062843	8.014448391262059	7.60770128622258	8.161813593831099	8.994122281950188	6.50843957145174	8.10506766135594	6.543665947804941	7.37515512234511	9.240992345529492	8.348329514215	9.19768916070356	8.406825234709151	7.78110812358897	9.09975881648186	9.156327339935268	5.68735009744215	6.8401333608842005	8.5439666517431	8.432321585227	3.4397321665128304	7.27708915515216	8.16107262299346	4.7989442333134695	5.791219954310759	6.67807439855881	7.16540878856519	7.64432463182027	8.04578734559285	8.17137395648525	7.7880486475390995	6.22236691625908	7.272324720770791	7.03717779801464
CD63	6.36851561049132	7.53481897330889	8.307699211503731	8.28321138615167	7.364769363160031	7.903846698162531	7.94314547406924	7.84807917272691	7.0770154878946	7.64616404790161	7.803508910090869	7.98069033936378	7.3182269455428495	8.06999466430624	7.210163679367549	7.4570640327162	5.95016529152197	8.42535908668042	8.30786756332863	6.636674011532309	7.4552908871552095	7.630626902443299	7.23796516576348	8.014862131204339	8.009649347891111	8.12773838618364	7.36344592418661	8.51208980158031	7.85299041973635	9.1277962136111	8.06432570145425	7.79990870644526	8.01722011066409	6.908786579722809	7.004431142021089	7.68187139702888	8.07544414581596	8.29039885971711	8.76328742295037	8.38737503012699	7.69970456043287	8.44266297155712	7.615933288949701	8.21777671480225	7.87250560992309	7.8772069686905395	7.947242686408	7.830805146302559	6.83936234952896	7.394120515608691	7.2138369201448205	8.12331588302931	7.932076682520799	8.33313348169195	8.20151842558212	8.208623880726629	8.61407346812866	8.15455699819706	7.4706426100438	7.72247981366156	7.42582497129524	8.06914905194826	7.23624325767297	7.63523852036775	7.11843830650033	7.43652661184958	7.9149043597608	7.813214505640159	8.10752117751101	6.85417337696167	7.88480399643893	7.4382102106375	8.35800676977368	7.952300649975371	7.27066205140103	8.43678281443356	7.33867436372352	7.43197274759591	7.708271964347429	7.18297178664554	7.4482451525492195	7.478962841027441	7.646920864610809	7.18464640228524	7.497849973409069	7.772444992611519	6.971378447904151	6.973824018771009	7.04619306705462	6.41760651711715	7.65715391165751	5.9693664458850595	6.96467415818395	6.9294351653028095	7.43887007095839	7.026015023070769	7.95188974185334	7.70666029302466	6.980961510997719	6.76902637858137
IFI6	6.92616962951103	7.30561986356353	5.97552169692898	7.217815324820481	8.49588084412924	6.583035503548089	8.14576519543509	7.9745002431408	4.849750619055619	8.80168042906797	5.90622617085863	5.48071317026018	8.705604127792409	5.54475216167861	8.49314306603926	7.60405489133929	4.21925766111705	6.7933992073592995	6.245346715538269	6.40904113438697	6.959400410490839	7.05404517447655	5.60264389302509	8.599661734992441	8.58947549731024	6.806355289524831	6.610054083769191	5.90173714013603	7.32969122672355	6.70303857955874	10.1714433961104	9.68981451380887	6.275287210908219	9.83600518296227	7.5640018251546595	9.620689371256471	6.801532884655559	7.544025791497299	8.91266699921632	8.94086147204402	7.03115472746449	4.47335763957179	6.42742222495343	9.8568882762236	9.216291372076821	6.46868442817389	7.57283354607705	8.51998719070536	7.68122010309772	7.305597734369531	4.2433107783087305	6.637087732063709	5.94534813395308	6.985272747022001	5.92096864709419	6.03417081453994	8.15950066340678	7.923548125947749	6.61991398340189	7.6666771751675205	7.93223047856024	8.24869466838047	6.890898894285071	4.93254108537649	4.856031208511781	8.86569454659677	5.48363079549266	10.4668167452217	9.12830399863239	8.48796933523916	6.83320700858878	5.856448907307451	7.72663439381604	7.622871001253671	7.3490008501462905	9.670800337577301	4.91957093862032	6.73183147237556	7.532433581466889	10.689320143291098	9.16702603101965	9.16911744756375	6.3019866274654195	7.207106534106019	11.163411586671	6.70974197029557	4.15658743413142	6.90152585308785	7.15779496550977	8.943201472686109	9.219938152195528	3.83348610231748	8.84970682400342	8.195103938554231	6.24193926481645	5.390726385925389	7.50719135381361	6.02234137637417	4.4570902997456505	7.03613639072644
COX8A	7.3941893114724095	8.85562119278794	7.80909817205945	7.50809888180192	7.29924466000353	7.60062190986034	7.86110351866516	7.8321960645294	6.7818336921556295	6.633164879465481	6.75407359545002	7.61932667600433	7.8888272684204805	7.228908581435309	7.82199524837734	7.4481151243959705	7.67407524830526	6.58418035361022	8.00546674562026	7.393325012515071	7.252969959416269	8.21998022393683	7.20119276913656	7.60117867350774	7.6819920963656605	8.16829010826872	7.5640591820786	8.39677282961822	7.8394652124332405	8.41502982178649	7.248172020919809	7.69112854297855	8.13148366826898	6.9440832089704205	6.52773836756778	7.6465193596189	7.48067735511158	7.769466305522981	9.0240592093659	8.16690212430842	8.68563827972747	7.57965531908234	7.508286963471921	7.97760472703408	7.52439883129061	8.14856675107576	7.86323467040938	8.25534651755171	8.05617306806255	7.939549212392321	7.06579625226713	7.55447740425898	7.56110954799134	7.51303552164208	7.31384157565505	7.67361038237088	7.9556511043775	6.649390973721711	7.00116328831738	6.131600079662371	7.652284532531531	6.862759835994691	7.13649264635048	7.27743812729722	7.67266928177263	7.028151912884621	8.05423056590479	8.323311360798629	8.36018271867639	6.6938610580399205	7.49702858076294	8.33719057907607	8.396383469045439	7.60456610094738	7.27777972899561	7.315490640703209	7.3045226985097695	6.975103598909611	7.423195552208919	7.48493481665725	6.94297577335631	7.93451187405398	7.66572235962179	7.411740706761219	8.11423373309041	7.128272364320081	7.56017979396763	7.20906471594198	7.18453308889662	6.84187122186367	7.380201143732281	7.6053174627537405	8.19345973722036	7.0057372492423795	7.40135658828032	6.564509640211001	6.5591814409820905	8.67213685678271	6.93952175962592	7.40365523188758
PTMS	7.069833524832151	7.99509577213539	6.05903457311615	8.28987435951905	7.90465956850299	7.8270238280845	8.07148987500099	8.7222259472499	7.2592520122084405	6.72021017749695	7.83823833652878	8.35214728624808	7.254769136626299	7.74899943190907	6.86686772009275	6.87484487898561	9.56261101620685	7.9085074311089	7.78632166162938	7.77488072589095	9.803775214261119	7.8830878154648305	7.7855387133292995	7.545605422711639	8.25093770856279	7.86378257794029	9.471917790843769	8.35573017876423	9.71062819380666	8.41805336442737	8.71206939701508	7.65146697505523	9.43834659930248	5.75743289386899	7.96333603603302	7.74719394291647	8.13756479306131	8.60109206342905	9.39857935124248	8.10601567107542	7.41478660411826	7.6813518265016505	7.770269193003889	7.517541863811459	7.4471148513776395	8.37814393876775	7.972417378667071	8.94853208063707	8.96064706481121	8.49312656763605	7.134176234266	7.59855048218864	7.614420607251789	7.23969922961086	8.26932660486845	7.87807468667256	7.870308500917139	7.310433623152799	6.46613952244354	9.172960657732359	7.794126397774369	7.405878442106889	6.08951593682927	7.84220974554953	6.4399192029180705	7.50977613622105	8.30758395227204	8.22178535053969	8.243552529327099	7.457459834510441	7.91553688842915	7.036594506761509	7.77190194062503	7.2010657073481905	7.3521048219469	8.033137986525821	7.598891706443159	7.44671253261548	7.16400209552537	4.76908060577242	6.48787384544501	8.08192003178109	6.83269957151744	4.46990627326394	7.46417683642264	5.555924523596429	6.615055084760599	6.61848652777771	7.05437404466166	7.88900718604772	7.87779084802886	7.3724688874566695	7.664621780356799	7.317638554330929	6.42375019536807	7.122789313026839	8.692325444583991	6.77375314403592	6.78904081661782	6.49384176935705
RPL4	7.377388907874451	7.687402673844759	7.4623825310695	7.899955249182099	7.873936762058281	7.97104358039209	7.94529033841418	7.644290524000209	9.185137916939212	6.84910481201326	8.13120286202741	8.049252327058799	7.281011318271361	7.732345930758059	6.52808284619757	7.21161350863427	8.574757902801041	7.7803857027269805	8.06354812891287	7.60177926169929	7.924064623754929	7.39105012089831	7.642060347638741	8.29587114917154	7.63547733627553	6.76485076494703	8.388512139465961	8.93457911386433	9.0698441012428	7.488392515971731	8.19571569522357	8.026131637158981	8.31164470243932	6.9019217958243	7.99753269868597	7.47560731060213	8.45423097713687	7.62315171157448	8.452681735597679	7.269150065406341	6.61912563732786	7.253689139695981	8.25365321035982	7.17265401101141	7.368219074223809	9.46852292022078	8.76530770586396	9.36599545473682	9.05864810845981	8.673070195871919	7.944359056515031	7.25161862797273	7.96963628027068	7.4143769019777	8.13321417329112	7.882358986582481	8.093938106493539	8.03634601050088	7.917739950406231	7.246233392980041	6.77774670443759	7.18804672547925	7.773254811243781	9.000603316044028	6.965886411695711	8.04420983338899	10.0510937363032	7.3000759736435	6.738954319470559	7.47965273707591	8.79451149311342	7.95031563302404	7.60061387108724	8.039498018232539	7.0214135447415105	7.645300612728	8.88565345860402	7.55677269321939	7.14246951931395	7.11569666035094	7.11933823635935	7.079418157614519	7.1356976668609295	6.956588781213241	7.02924748385247	7.32218592067016	7.629138378780071	7.79581483654976	8.16498621434767	7.52608828523429	6.93747036734671	8.11564380503333	7.32309748947971	7.120444040670559	6.99770801713421	7.2977745822481	7.9105139932533	7.75821947535221	8.05112107880561	7.64219413949628
TMBIM6	7.156481323542111	6.6297411934883606	6.986854705441201	7.49515601339097	7.104588728063559	7.27647257243086	7.092196912493839	7.21972729327618	6.62246757622166	7.62903437434692	7.764869775078241	7.74400649924581	7.8160686436719296	8.003770610368791	7.260843169104719	7.96793145357807	6.7849271424516	7.69596496537495	8.15041455040578	6.36051008413244	6.7489487754354	8.24405229344327	7.517720452445871	5.93772005352216	6.8103325751157495	7.809837309091519	6.60494802947058	6.752596609926321	7.50109894883508	8.050107997380179	7.27133889160632	7.508871892419091	7.47002291371859	6.680203726070981	6.16702482388066	6.9586558929439	7.16040390478817	7.82980214029419	7.091276349065599	8.35189825215735	8.32367307481467	8.57826912519439	7.44872517353717	7.81811886977299	7.8451033864134	7.20004605004374	6.86902042980117	6.904658865979671	6.86438204845429	6.573734086095741	7.9906012699897095	8.37413732816162	8.08515514986539	7.5319318885275806	7.91588401261433	6.91936441370821	7.463362795387879	8.70874514740541	7.578214699656921	7.671417365127651	8.16351547124471	8.139218402341829	7.25602158729007	7.8257370921564995	7.413010324500441	6.7809318346864105	8.15064872163288	7.45352758941293	8.058282913936539	6.56735653644065	7.73168327641981	6.82894906679904	7.440926672536991	7.14911062576024	7.440546952685679	7.82703493094247	7.570743205849941	7.27784906467882	7.92780397826082	7.9589000888131	7.396778408219019	6.54648023567465	8.302175441236969	7.79445719741593	7.792377057360341	7.68019792107577	7.4562941792075	7.1126928998210595	7.307834463465889	6.947643251558841	8.903317824287301	8.05989621967419	8.030776759742821	7.36414119980166	7.6277700198025	7.952587384899731	7.54477513868456	8.32345776700426	7.607278362054349	7.16991888956175
PEBP1	7.03032976439012	6.279574885380571	8.06635642025081	7.39392537925886	7.798083634428611	7.57061258179403	7.33144256312822	7.827700910405571	7.36951021213171	7.6174615450714604	6.96397306257697	7.18042458123104	8.015681385769861	7.61401976832711	6.915934903113341	7.56361302912273	9.05912897245576	7.513718876430921	7.41211957423345	7.876194828954261	7.00056914881286	7.72123595617229	7.92241064419165	7.78662890366354	6.95625179054168	8.21846653787736	7.934007759563411	8.274236780228879	7.96665160954071	8.09035361246711	7.97353329469793	8.296793371239001	7.9008256786313495	7.094843555066491	7.620234715922391	6.913865756774699	8.32730883968366	8.43335972486392	8.06198569580957	8.373389039401669	7.616543220734299	7.818199202600911	7.575079795739911	7.80864480173771	8.188712349010611	8.32124513600186	7.53557296056404	8.83166816593378	8.644058714107329	7.48732977341255	7.6509453759323796	8.06572713857031	7.903784698722039	7.34396218205486	7.70341687265192	7.0367560126274205	8.236152128039599	8.50079263839323	7.27175396945158	7.95151787238712	8.51142061922416	7.43517444818099	7.50589778589764	7.99437706410359	6.443236878493121	6.7680062608118705	7.97966558719622	7.6910499602728795	7.48540588458802	6.761479769348591	7.920245215161789	7.5009007426682	7.215449172920951	7.620384276484099	7.25203348002439	7.840848550210309	7.79077930247634	7.51700608486068	7.71218358300147	7.5681975368689205	7.0251109303794	6.74378390309838	7.523611937943691	7.51189103544925	6.99898961391273	7.329346698779429	8.09342844449383	7.03023475394964	7.285426760414669	7.343265185206509	7.65592636023165	7.54962057899195	7.63002269703217	7.69060357235036	7.1618308034735705	7.343466686486651	7.51202779278916	7.780372529124089	7.4454867819316695	7.62572096542063
