	baseMean	log2FoldChange	lfcSE	pvalue	padj
TMEM108	43.65494232785318	-1.2632858227394481	0.557913349392752	0.0036717364828949277	0.021796751005358377
GGH	3151.4198325254724	1.0630601605727068	0.4348315848250469	0.0036847592834693735	0.02186624129475535
CHIT1	244.68503860628334	2.5963845623765476	1.845376508330055	0.0036985768513729655	0.021940396584564745
FECH	637.7290550700386	-1.015106681510808	0.41338441823857125	0.0037014321621262	0.021949492721408365
RP11-5C23.1	39.1963980260737	-1.3024459302916767	0.563255679695384	0.0037293654571161107	0.022075716238843458
FAM46B	265.07479552217194	-1.8831495035109576	1.014596927850157	0.00374986793149852	0.02215758261017844
ERCC2	1236.9242772477178	1.202089826618399	0.514557409682283	0.003746957157779052	0.02215758261017844
BOK	1409.0642235187172	1.3412441845357144	0.5971327145319407	0.0037489313833434313	0.02215758261017844
ZIK1	61.95923305613822	-1.2156756967248374	0.520522916776035	0.0037449630376540756	0.02215758261017844
HLA-DOB	96.64195466164634	-1.6668844636400608	0.8243930279912786	0.003767789726040934	0.022205653353992258
RP11-420A23.1	26.61954098388476	1.316605242229727	0.5795940055226292	0.003763489194555369	0.022205653353992258
CTD-2576D5.4	54.11739744562319	1.5044721527015432	0.7108940268347557	0.0037605956890053734	0.022205653353992258
EPS8L1	1422.776287583549	1.1402862850545352	0.48008206419222094	0.003765531519357352	0.022205653353992258
FGGY	861.9311612217502	1.572718672582568	0.7565840496431651	0.0037687021893248727	0.022205653353992258
CAMK2N1	5767.155819099128	-1.0778947784354673	0.4490149034994346	0.0037684903183091874	0.022205653353992258
CCNJL	524.4392882996106	-1.102005282116687	0.46091844087856504	0.003778528725356739	0.022255654826471547
OSBPL1A	1069.193379359201	-1.146964296325065	0.48673477700314194	0.0037853589382197054	0.022287978656099286
C5orf66	50.672371551503126	1.4531421504447561	0.679623725390936	0.003802676976063215	0.022351456417235176
ISX	1714.1003317650657	-1.1403440125583222	0.48385706759544655	0.00380556295419922	0.022351456417235176
IGHA2	101149.70186633781	-1.9443510141267972	1.114186118125852	0.0038036175218300575	0.022351456417235176
TTC28	424.0085794750626	-1.1143246008937666	0.4688266561001222	0.0038042794087243498	0.022351456417235176
MS4A1	517.6543622473412	-2.6458735438310796	2.264791960549494	0.003802406637680684	0.022351456417235176
SSPN	694.7574622080231	-1.4308756010564057	0.6652745309771891	0.00380415265488333	0.022351456417235176
RYR3	92.27650770963923	-1.5517320061046291	0.7469722334273504	0.003812069616232329	0.02238175527154229
FAM214A	824.44538636165	-1.0285319359239156	0.421391600815674	0.0038176673184576256	0.022406697828091345
FLJ22763	171.45382212175932	-1.4529230585239967	0.6870537131377664	0.0038232076163581623	0.022415444654664878
IGHV4-59	1332.085964132568	-1.6558437444829486	0.8361496764542843	0.003831293704293148	0.022431170897772718
GFRA1	525.577426278251	-1.7021377924343906	0.8681743943904001	0.0038299554779546528	0.022431170897772718
SLC8A1	629.5898090819123	-1.3640421310329265	0.6221878023125222	0.003841334050068259	0.02248202698883799
KCNAB2	1066.3258865837975	1.0124396876875121	0.40897415718724134	0.0038467264588265106	0.02249772670741648
DPM3	1763.944678384573	1.2676379427846307	0.5536499337910497	0.0038691542284358957	0.022620928453855497
C8G	342.6763865181565	1.8107096158597609	0.9449299988900528	0.003875560594773457	0.022650407643653107
KLHDC7A	105.91630178408192	-1.5946198227064925	0.7906304412233762	0.00388037332619702	0.022670555491968798
SULT1C2	301.83178083136426	1.6969152778106424	0.8546120512048999	0.0038859584115845136	0.022695199952848844
FBXL15	951.7138079574102	1.2451230435529963	0.5437281314342105	0.0038913417539592774	0.022718649255534403
SLC25A39	8735.982238780314	1.0619832554658613	0.4363670818959014	0.003929997956030943	0.022909670478460306
MBNL1-AS1	478.6278142134269	-1.70364681167628	0.8755531911910438	0.003933340193003962	0.022909670478460306
C16orf59	210.63109328211522	1.1879708946324685	0.5126353689227678	0.003932619858771832	0.022909670478460306
CACNA1A	53.93411340011814	-1.5269421323009624	0.7263816050001017	0.003936439000880246	0.022917473061225668
SDK2	80.05660996631006	-1.4683982756999672	0.6955147653482835	0.003941063384356942	0.02292831690044242
BDKRB2	956.4450507152619	-1.1407181318143529	0.48713978466517305	0.003940980420686852	0.02292831690044242
CFL2	1918.746303395961	-1.8830713072708425	1.0459075577501304	0.003943545981073214	0.02293472415752702
AMOTL1	1312.3625678030494	-1.5837572507247177	0.7830676461679129	0.003955545298748047	0.02299645453095678
KIAA0226L	2603.4630495054907	1.6156894510089443	0.7899775704660484	0.003964539991392697	0.02303261792060334
POR	5619.338480267871	1.1383275139808235	0.48522886105367624	0.003971102482272002	0.02306267422722781
AC007969.5	302.148633376702	1.2204762675711947	0.5311258999226439	0.003983052394681199	0.023115904215759046
SSR4	11475.848719901238	1.0060019810857874	0.4065020449839917	0.003990395391560573	0.023150428050828706
DEAF1	1237.4200144152496	1.1899439015219067	0.5140541852287355	0.003998206475334679	0.023179546199880247
RP11-401P9.4	329.6428086494761	1.8716586040938212	1.0105026710756508	0.004009866097214069	0.023222817118291737
ST6GALNAC1	7447.400399218424	-1.5133654961516367	0.7384379669504466	0.004008135948827489	0.023222817118291737
MNX1	376.7804124932029	1.0881141485561996	0.4539195740283554	0.004009849445357712	0.023222817118291737
STAB2	51.561960134471846	-1.2719238539294115	0.5661132514995639	0.004020800483883784	0.02327802344295898
IGHV1-2	1059.0267799850217	-1.9109056219785967	1.07265481886265	0.004025471472143774	0.023296942601420432
ARMC6	2207.934923797754	1.416972975785284	0.6531627118633148	0.004030413846286589	0.023317418642418996
RP11-33O4.1	59.43833956596492	-1.2825553072608553	0.5739315980904297	0.004068412539159773	0.02352086413656298
MRI1	715.2348525763474	1.0279690127988457	0.4234453002916753	0.004090803373861575	0.023633854982462628
NTNG2	51.711945409218096	1.091036416324031	0.4621934120415743	0.004111588874319701	0.023712685539841724
CBX7	1359.7487216960076	-1.181273528887128	0.5145494338609864	0.004110603543943811	0.023712685539841724
WARS	9063.991609184719	-1.5376153719807955	0.7599614189860084	0.0041093739168058955	0.023712685539841724
ZNF831	58.0664756736855	-1.7972822319331898	0.9415329704955369	0.004115057541678048	0.023716215002437455
FAM8A1	1929.609361311561	-1.101092152901224	0.46777386994109565	0.004123188572779614	0.023754831041787897
FERMT1	5636.222332222277	1.1179183075947172	0.4735481491687457	0.00413249118745353	0.023800167768462856
EPB41L4A-AS1	572.8231682215059	1.0843598414814626	0.45366139271738226	0.00414946381461955	0.023881350841574694
COL5A1	4084.354620863869	1.1311178957659194	0.4806187334204586	0.004154480364665866	0.023901937621244644
RP4-758J18.13	57.02990198064718	1.0835395034044542	0.4558040329570509	0.004156473711523633	0.02390512279395165
SLC51A	646.901211695403	-1.902169774606742	1.075509420375278	0.004171836737924653	0.023968573424394787
SLC44A4	17765.023015028644	-1.0406702773369598	0.436980598916329	0.004196287162477487	0.024067410033083315
LRRC73	21.560197313607834	1.3022276342503227	0.5842352592194893	0.004215290566170499	0.02414589624156183
CNNM2	1076.3001328694731	-1.1383314900577963	0.4913761356290191	0.004215788557232459	0.02414589624156183
HOOK1	1134.594018887065	-1.0737982585319468	0.45401604242721816	0.004225309056134489	0.02419207985105416
SLC2A4	454.6244537814363	-1.673339394609717	0.8700553278318126	0.004242691693360028	0.024266501163124322
EML1	851.7062315821385	-1.5241387377074345	0.7508588936814873	0.004247712926789893	0.02427849412613404
MIR647	25.249016426420113	1.7059081368825328	0.8865525066219195	0.004252789781814914	0.02429914712224874
AC010761.8	46.97991055559334	1.0327185626232211	0.4300558545261218	0.00425708466458201	0.024315319494571618
PRUNE2	3049.1573900326925	-1.3769880364115732	0.647572987465363	0.0042611569611734346	0.024330209829203475
EEFSEC	897.2597555750623	1.0166822877851969	0.4217619698756725	0.004265419471487101	0.024346175628934975
SYDE2	152.90401654356805	-1.0365477560324914	0.4331758468578612	0.004279808604189272	0.02441991136218511
SYNGR1	304.761370674007	-1.4674808723659358	0.7100634803236476	0.00428463500294619	0.024439051730992284
CCL14	59.98667809602863	-1.2044269871423934	0.5247516163194164	0.004289118757179096	0.024456225221223114
PCDHGA9	30.44982930433986	-1.143346739940143	0.4993597528431789	0.004291725465594287	0.024462687823799362
FAM221A	420.07362746805404	1.187894734993193	0.5172129153375401	0.004299257186949585	0.02448880491667613
IGKV1-27	706.9061256515901	-1.755989664153921	0.9464706180464981	0.004314415750005686	0.02456672123219973
LINC01124	48.36316416272593	1.4707189652301875	0.7046678445639513	0.004327099493852487	0.024629453454966848
CDCA4	704.320407724709	1.0327780091890117	0.4294602746811364	0.004332176602080989	0.02464250095955901
RERG	445.17431729020893	-1.7536902331221031	0.9460516382518425	0.004339724978258766	0.024668535959948154
SSTR2	127.68895466916749	-1.6366628208427887	0.837310159395257	0.00434287873339079	0.024678014541143285
OR7E38P	113.59174534813391	1.0202237995757415	0.42644707907530627	0.004347427766453226	0.024695412464655956
C20orf194	375.52625319281424	-1.3214482970154364	0.609570095195871	0.004364753249096902	0.024785349845418934
FZD2	178.4045851306763	1.3642612103412732	0.6348251427795616	0.004372076097533544	0.02481844496528101
CHGA	5504.690017899257	-2.446381194950196	2.11396355228148	0.004375153279798224	0.024827037042701925
CD70	39.90469006482437	1.3093172100036674	0.6029687594479628	0.004390456612000018	0.02489215022550007
HCFC2	450.03667473521546	-1.11544898136574	0.4809693376012752	0.004410150829394121	0.02496336259941013
BTN3A3	823.6947373753375	-1.082942178178372	0.46241362212610015	0.004407169877132166	0.02496336259941013
FRAS1	252.15714808195938	-1.4530180330076974	0.7016702321756652	0.004409724312694716	0.02496336259941013
DNM1	555.0460078837544	1.3815671248447015	0.6458027395879629	0.004414143133694781	0.02496336259941013
SLC2A8	1447.271916103096	1.2875356940201335	0.5796757293295242	0.004413003789142757	0.02496336259941013
LAMC2	5036.7928037780175	1.1072042224635268	0.4738360926965365	0.004421018415549345	0.024993731621307903
DNASE1L1	1036.0936755046541	1.0986811001029437	0.4700540398184281	0.0044386340011931405	0.025076243264991804
INPP5E	565.4000099964941	1.104827877392914	0.4741916638766528	0.004437465550672852	0.025076243264991804
BCYRN1	101.15142795119874	1.074774660888761	0.4579128569259138	0.004443797393219004	0.02509687480170352
FCAMR	147.39575297489745	-1.827347777156852	1.0346698880985745	0.004453436004137819	0.025142758045802224
RP1-292B18.1	17.721421813294704	1.3383874455012437	0.6250608008984164	0.004460369310997102	0.02517334195778242
TPK1	361.62993825369915	-1.201500108006838	0.5351963358581386	0.004471280745570066	0.025200660386777114
RP5-1065J22.8	14.622265526645029	-1.3398075182495133	0.6092505916982973	0.004475598597748866	0.025216436755012613
CTD-2541M15.1	23.4980064641707	-1.0648911027864367	0.4584403402798028	0.004490978022213034	0.0252945044371863
MYO1A	5217.583705193733	-1.0925420690842151	0.47122391306977407	0.0045070971503712925	0.02536808172364913
RPL35	23304.578167620395	1.0246104317764777	0.42884907034883607	0.004517281933575505	0.02541679065573964
RP11-465B22.8	436.693219575282	1.6274302541878751	0.8361347842721808	0.004527538921671402	0.025465872715254727
MSRB3	2410.650020912416	-1.7258178852013184	0.9421647291727728	0.0045300467488484115	0.025471349887530994
LHX4-AS1	1202.9255728694193	1.1229047661139056	0.48587267735185313	0.004541203589112127	0.02550480306949951
GSDMB	2541.5136994418026	-1.2553156469434554	0.572221970967951	0.004545212736849497	0.02550480306949951
TRAF5	1146.230949715142	1.0523967241974088	0.44229293623241484	0.004542162451853711	0.02550480306949951
EPM2A	282.17781318615994	-1.2963024229938718	0.5995237067048904	0.004571405436034174	0.025617150138343377
ZNF239	167.9535229390452	1.2167815790549787	0.5451545677377669	0.004581065115667941	0.02564531530025303
GALNT15	242.12565741169834	-1.563750607680267	0.7974153910945455	0.004578386395878539	0.02564531530025303
BCL10	1627.8938728333499	-1.028524809869483	0.43532626571706146	0.004599628244261606	0.025731882536293705
SNHG19	358.893043963928	1.0117619429866838	0.42460399760255735	0.004624560809683821	0.025831287890984923
LYG1	37.49494166976945	1.7273933621355657	0.9175771100794912	0.004625175794983027	0.025831287890984923
USP2-AS1	48.01224779638814	1.3429154361452946	0.6329962975904359	0.004630173660453165	0.025850505534016258
ALDH3B1	1634.0406218307724	1.049213369477367	0.4448077639775453	0.004637076756737652	0.02587164733497042
LYSMD3	776.3003684809754	-1.0664377356300987	0.4566430788874361	0.0046369349040427344	0.02587164733497042
GUK1	10971.275335811222	1.180637908634625	0.5208925637032882	0.0046441027999554	0.025902144068007883
RNF112	55.66766466541958	-1.120408164534084	0.4889962320969813	0.004648164583356758	0.025916092928829956
KLK15	96.47701556523234	-1.7068309376370807	0.9370112287858542	0.004650218660750046	0.02591884210912849
DTD1	1312.3965907984796	1.0811303231546476	0.46030863766065383	0.0046532811440790755	0.02592720809271442
CD180	238.24778898510428	-1.4152302820949365	0.6827055720172474	0.004659083196865367	0.02594212521822688
GATSL2	50.1482056151002	1.083265505728703	0.46635404479439024	0.004658783900404621	0.02594212521822688
CYP3A5	1893.8948175611267	1.1214793128011384	0.4886973943791524	0.004673101156184527	0.026003684516827313
PLEKHB1	1799.7599031829307	1.5289842310563804	0.7606692732147113	0.00467327117551269	0.026003684516827313
LA16c-313D11.12	49.20686347128576	1.2709434417698142	0.5843140662905687	0.004678152961893374	0.02602212789925547
WNT2B	280.84913301987615	-1.1095978043327082	0.4829582272821372	0.0046974908932835785	0.02610043365952945
CCDC64	434.3996918455432	1.0583364303208203	0.45143688385440794	0.004698518200935529	0.02610043365952945
RPLP0	102138.79514694681	1.227838491905676	0.5373154503160827	0.004716588855237505	0.02618329700847995
THY1	2727.1325322200482	1.2675706872453607	0.5740507875878273	0.004758795076995806	0.026364709195341462
RPL4P5	41.66347550415595	1.2553031647964703	0.5766045211579052	0.004757612274009587	0.026364709195341462
LTBP3	3381.7929768564313	1.214694361583109	0.5414014136572991	0.004767324577167759	0.02640315452945079
RNF187	4112.156592698321	1.0237345810126068	0.43049681156543507	0.004771114515431985	0.0264153335826051
KATNB1	1468.0943269260783	1.1884557095411639	0.527348198126076	0.004775249233830991	0.026429412759509923
RP13-104F24.3	240.20374276164213	1.5892106725074957	0.8190319983184906	0.004782418259704352	0.02646027083776443
NBEAL2	4371.538646783128	1.3407724165487813	0.624714990927692	0.004801111404294132	0.026543085315981946
PIWIL1	152.8543269265915	2.397619296436311	1.9119460534095891	0.00480218190130148	0.026543085315981946
ITGA2	1549.2135155888045	1.0153834014468817	0.4266944340412255	0.004809909774702144	0.026576952379086322
SNHG6	2459.4348029218936	1.4291425735653456	0.6891297471093171	0.0048175453886171215	0.026592594292752222
CTD-2566J3.1	146.37678286393898	-1.9551787626999593	1.2236445495434385	0.004816964605463621	0.026592594292752222
CEACAM3	46.150161530677615	-1.316660447410231	0.6270855295833132	0.004829446991284911	0.026631729605876675
CTSO	1109.1434027582386	-1.066071539968408	0.4606194258387209	0.004868875528994539	0.02683133398055935
ZNF205	637.7545298669114	1.1747887413774243	0.5227042348849982	0.004878562876405947	0.026875798938236346
RP11-161M6.2	162.3434252436632	1.7565936834366989	0.9665517467982774	0.0048827137781650405	0.026880828770773323
TMOD2	478.4747605286276	-1.2600397944412567	0.5822067674455357	0.004886539800825834	0.026882246743716854
BEX4	650.4323250514708	-1.3507523992936998	0.6460167698029923	0.004897013742312942	0.02689712741560175
FOXP4	4061.745211457541	1.1192586525008916	0.4857923738174212	0.004908444578976899	0.02695099662345649
AC114730.3	283.44640439793335	-1.1747720152890073	0.5272691840995007	0.004922377778128221	0.02700963669135525
ADH6	322.2387580562239	-1.3777551162177604	0.6686882950944321	0.0049304705186613024	0.027034121811730025
CAV1	3453.9180197966575	-1.4497171095111219	0.7268097843034983	0.004969472452343885	0.02721408990722885
TRPA1	268.5393555640062	-1.4725259582644288	0.741151704783462	0.004981970322477379	0.027273536180156408
RP11-693N9.2	148.2099884670091	-1.450398832569624	0.7234426623187643	0.00498873288698491	0.027284676107916524
PPAPDC1A	82.1198269567455	1.8823295291130713	1.1179407987340764	0.0049905782546219276	0.027284676107916524
LPHN2	508.0878595191038	-1.1255431375552691	0.49861828285310095	0.0050057585429289534	0.0273496593770294
RP11-47A8.5	50.61565881621666	1.1245617616399657	0.4956786247294626	0.005042937743446855	0.027534672243404005
LZTS1	114.77334075165533	1.0750062264433144	0.46707922266328783	0.005046664534181535	0.02754596250018087
CTB-79E8.3	35.452603691659505	1.2215921506765413	0.5641940105435128	0.005055780510212444	0.02758665119670306
HMCN2	1685.5510081688624	-1.6496239710376546	0.899860338561416	0.005063673207268673	0.027620257858262203
ETS1	2447.232075153132	-1.0687039624934542	0.46719827304974726	0.005084944574770381	0.027718456900685293
LANCL3	111.46876723029041	-1.031298170056752	0.4434638102126534	0.005090007509865395	0.02772784930899115
NEXN	880.4475633150267	-1.81538855926613	1.0749070974921069	0.005089705907943252	0.02772784930899115
HOXA9	685.308417805867	1.0287795565196796	0.43772696674583567	0.005096469938025244	0.027739854291403514
RP11-890B15.3	159.9670378084667	-1.0315512478026405	0.44240067092588153	0.005095897903562186	0.027739854291403514
ATP1B2	83.01733166207367	-1.4672239085588896	0.7372372436347201	0.005098893959128133	0.027739854291403514
WDR77	1508.107080393632	1.1960427454128335	0.5378083287695845	0.005097246478312141	0.027739854291403514
PYGO1	84.99143086701771	-1.394549608300904	0.6808589478717763	0.005105041600654476	0.027764202665334727
HRAS	1150.5777266557552	1.0921530725680595	0.47432120388805127	0.005121549273939224	0.027835746037475247
RANBP17	119.40001761795484	1.0263145920516141	0.4405442609229964	0.005125964865655534	0.027850628478188637
FXYD6	1580.6536039766684	-1.5885937391673899	0.8464920079108503	0.005140574819822613	0.02789349813997865
CD2AP	3636.961503912394	-1.2362161230202526	0.5753484130666152	0.00514290299975109	0.027897014507633808
AP006621.5	83.41902647957812	1.1840049315877224	0.5391345276973268	0.0051499592231604545	0.02790793829678727
MIR4435-1HG	348.7510703905936	1.151048108515746	0.5136902821939124	0.005155027667806801	0.02790807935972094
CD302	230.46799884218282	-1.3614384880053205	0.6579511174641413	0.0051544909224947606	0.02790807935972094
C10orf91	14.855345114312644	1.3817200712755047	0.6722758156044988	0.005171428807509043	0.02798774573659718
ARHGEF6	578.3802595951597	-1.2054300971931178	0.5530080680714686	0.005180757763053312	0.028029098044228477
AGRN	5988.287648859219	1.2368140807085335	0.5650438963050242	0.005187840663773162	0.02805827569423114
R3HDML	45.55646579713312	1.5988214599126251	0.8427638340712512	0.005211801353314477	0.02816374709649888
RCBTB1	847.0639264552408	1.1053290067920902	0.48747007480133114	0.005220035766873635	0.028195664890426103
ERAP1	3355.350018699731	-1.0909271199814403	0.48927449418531344	0.0052286102368819245	0.028223616506237798
RTEL1-TNFRSF6B	148.18402682368486	1.3424429355238634	0.646878085213468	0.005238665078641328	0.028259517532735742
ITGA4	488.4299344689404	-1.084985386474484	0.47767357792438564	0.005248362076952961	0.02829344283302823
DNASE1	1061.6882734822377	1.3264684717403676	0.6338767062134025	0.005269841813786477	0.02839080255551936
SERPINB5	306.5800475884822	1.5216396680630502	0.7832082603171816	0.005276265127187999	0.0284069734668708
THOP1	2964.0373861892567	1.2660165904899725	0.5855315987112816	0.005280517029426915	0.02842064984006629
DNAAF5	1859.0490110493567	1.0312494992150583	0.443930816248767	0.005284472226976152	0.02843272095162412
SLC39A3	761.9660471319361	1.0002556365015787	0.4249110561445303	0.005286621996294946	0.028433544195042234
CD24	34042.21164260264	-1.2563420696915857	0.5949301412820629	0.005298986424990795	0.02846949627869695
IGKV2D-29	242.4046419617218	-1.6861016487657743	0.9479749778094322	0.005299880329887514	0.02846949627869695
RP11-212P7.1	32.49547320146576	1.568784811580352	0.8358603213520094	0.005319769741925868	0.028548628569792213
WDR62	411.8387349094489	1.3577679185844709	0.6562605013486765	0.005335239671360689	0.02860391330425343
LAP3	6233.867272500394	-1.371532603150296	0.6792815697632251	0.005342711982748465	0.028634728780360077
IL16	636.1567234240375	-1.298504082234179	0.622108287315193	0.005380857189503532	0.028801983486304528
STON1	436.4737548182217	-1.5920111818078226	0.8602876000824241	0.005393005578133769	0.02884840999334185
CAND2	119.45202556379982	-1.3289286130938953	0.6470523349778343	0.005391389297659625	0.02884840999334185
DPF1	15.840436393433682	1.3952619686706067	0.6737401330461977	0.005402642770031795	0.02888135239974499
C11orf95	713.5249281800532	1.0930518812934547	0.48305225556114384	0.005432227998649534	0.029030162114443793
CAST	9929.426315838513	-1.099767141904842	0.4928042153469886	0.005475897456263567	0.02922590850652532
VASH2	51.890679796323504	1.0594665646069645	0.46403642345363016	0.0054797540895935954	0.029234307851029553
PIPSL	41.42653875614138	1.3889894843749193	0.6940276717802246	0.005480992552412371	0.029234307851029553
LINC01133	682.271683169281	-1.0298278643012893	0.450086236383036	0.005497809858459564	0.02930517973992379
TECRP1	48.354953804802136	1.241378591698141	0.5838052566584838	0.005501993992143633	0.02931807068214149
NDN	729.3185248934494	-1.2370805551842845	0.5831344692875717	0.005527925449931365	0.029427917335896243
DLL4	964.0689792176001	1.0231089088339662	0.4423166614529828	0.005535738790678337	0.029432321941125415
IGLV2-11	2177.5762132417985	-1.623762485206743	0.9082442771102138	0.005543883936496358	0.02946563664583404
RP11-295D4.1	23.057718684052407	1.2611087386263267	0.6038370034430925	0.005549600472575051	0.02947714851139992
FLNC	8738.33579122332	-1.786373202503355	1.0882674258813403	0.005573382658306595	0.02957436267632657
GLTPD2	39.47741159580293	1.2564826865089054	0.5921753994907313	0.005575027413689602	0.02957436267632657
KIAA0125	135.5986829726124	-1.5609418383687252	0.8376676918069024	0.0055806989194784745	0.029594993567237497
RP3-522D1.1	10.488885335490455	1.5395036531024944	0.7842005715969221	0.0055855023876015	0.02960155813716416
C17orf70	1498.8961000367192	1.0062061584430946	0.43346916472714386	0.005592635472826198	0.02962045275623802
GBP4	2350.718646770688	-1.8565275301202713	1.166455620728996	0.005596998780556418	0.029634109614910316
STXBP1	1163.9546338391706	1.1344792322433355	0.5093877149758832	0.005629057578808712	0.02979434875312077
PMEL	135.04484032409457	1.0090369092777736	0.43846937224485893	0.005641526727067419	0.029831818400072433
ADAT3	274.07812007494	1.2407828828182283	0.5846491373420409	0.0056448274106416585	0.029839768967301526
AC006042.6	28.487409341616704	1.0322265782317328	0.4523402631409917	0.005663332467141185	0.02992806247116876
EIF1AXP1	20.706173430148095	1.3471489794748432	0.675278127624894	0.005669142188273674	0.02994923222847473
ANO1	839.8378808203651	1.0042759622586321	0.4329207042304112	0.005672439261408121	0.02995711879657139
IMP4	3335.1172894223637	1.0407624793933223	0.4556339065904595	0.0056778773426577065	0.02997630378298523
UNKL	493.37187637735707	1.0700180225683402	0.47399606608814776	0.0057043871146030085	0.0301066890180764
CTD-3222D19.12	27.39068945073348	1.035495326081832	0.450436978822886	0.005741290088795221	0.03027258832466048
RP5-968P14.2	12.712542660944884	-1.183738011698041	0.5323262376973406	0.005749262339297105	0.030305000597361628
PPIAP29	63.76751380651828	1.3983307509851803	0.7064198767870716	0.0057591660989779634	0.03034669036821333
AP006285.2	39.63980962414073	1.4547553700507545	0.7514237024330346	0.005768102997821124	0.030356127472526764
FOXP3	93.73129201469936	1.340348716699716	0.6574511354327147	0.005770714440253251	0.030360247961332378
ZDHHC24	952.7978137259925	1.0511088806031623	0.4609212953751252	0.00578682417573398	0.030435359079470068
SFI1	1036.723793200957	1.1222311610440951	0.504799959696835	0.005792164575901025	0.030453800069113555
IGSF8	4889.990179030125	1.3875323025719422	0.685299902209794	0.005801365152429955	0.030482869300932584
MVD	3452.9207945609396	1.4606283848816304	0.7496259994736952	0.0058141310631115595	0.030540282243563536
ASB2	703.7547962829864	-1.4292067391144911	0.7373944561369944	0.005819372726855142	0.030558148246901572
PARP9	2594.932666878012	-1.3370977421446586	0.6672225522617381	0.0058322250046622115	0.03060627812181143
IGLV5-45	353.5123345800037	-1.708859706615456	1.0107116900938247	0.00583611226771429	0.030617000977291652
HNRNPLP2	34.78152968884434	1.190891682068799	0.5625735164473218	0.005843596032209202	0.030637326607107333
FAM19A5	146.79860935616827	1.2355254657991426	0.587837188256455	0.005867026717667112	0.030711258392227218
TUBAL3	688.1644081810837	-1.2105679332817938	0.5718423620051802	0.005876047165002229	0.030739094873250473
IGHV3-30	1250.6865548246112	-1.4987431474994501	0.8060327108085459	0.00588641213663775	0.03078361798952227
HGD	467.83119196016554	-1.1089053452323714	0.5054997922942354	0.005902616982465517	0.030848366862919207
GABPA	791.1824207450571	-1.0024668871869318	0.4392465256582628	0.00592152641521225	0.030899127780698993
MEIS2	383.0621992718327	-1.4631170243277156	0.7684337212510667	0.0059211381229003	0.030899127780698993
RCCD1	685.9705022151353	1.040530086255493	0.46049061213277137	0.005923550004825534	0.030899976211160276
FABP2	906.1262341383997	-1.7470634044279145	1.0630189227557776	0.0059329992249287115	0.030910423323098943
LOXL1	533.2566949799807	1.152278806822943	0.5291705258205222	0.005927974087556304	0.030910423323098943
FLT3LG	47.56806894331231	-1.0694393787210799	0.47307448027126286	0.00594419467108514	0.030959036486417083
RP11-536K7.3	47.37738225129911	1.0156940645143924	0.44723207825298295	0.005948944878111493	0.030974061071233374
IL23R	29.058815685257358	-1.0024752685029261	0.4410801302975053	0.00597207241158893	0.031074989132567406
C6orf141	137.61722934910804	1.3789276666725911	0.6983691059441461	0.0060003568705066495	0.031142924103693074
C20orf27	2482.091192257885	1.3749883633788358	0.6835154565896107	0.006000822343694007	0.031142924103693074
FZD10-AS1	127.31639554878092	1.727892143541107	1.0152917144038065	0.006002008981680188	0.031142924103693074
CD1C	134.77585195002771	-1.4761500947133241	0.7771024629781256	0.006013505512507983	0.031173351710796923
ASMTL-AS1	82.42932250672878	1.4156297935538915	0.7271188780091696	0.0060341436532979	0.031231583921246364
NBPF15	318.31359067437023	1.105709882839872	0.5007062552819236	0.006059834478757599	0.031326858900895226
PLK3	535.2722489073009	1.1098549354160674	0.5044370925273549	0.006062347283350438	0.031326858900895226
UBAC2-AS1	42.94400839667873	1.0054645672949938	0.44089947206541974	0.006061259796556704	0.031326858900895226
IGHV3-73	596.9821004118457	-1.6693349618963196	0.9814586080530467	0.006063871627769048	0.031326858900895226
CACNA2D1	358.2392313040552	-1.535624521080901	0.8409825000216529	0.0060836788983747656	0.031399877037182035
MYH15	83.53357537387346	-1.2053524927665447	0.5705722552624924	0.0061447408997832185	0.03169533330226796
DGKZ	3310.586955705684	1.0419771808175953	0.46144285308718974	0.006153089263094076	0.03170286466871422
LHFPL3-AS2	86.14804951195754	-1.4024651964071222	0.7359254372351404	0.0061538384020275805	0.03170286466871422
TMOD1	243.90199631199354	-1.552180574293764	0.8594667360573703	0.006205393864405881	0.0319387351905131
CASC8	41.393240248467386	1.7082536178762302	1.0128753726819133	0.006218354788510446	0.03199552615693444
IQCH	47.83067882314998	1.3263496524268374	0.6570872321603402	0.006265178063656291	0.03221648082036205
ZEB1	1337.1211497425054	-1.5004317137470131	0.8230937757185671	0.006267463997304516	0.03221825765054
EEF1A1P11	210.53147771572313	1.2708182172962583	0.6195088279341482	0.006278052832491811	0.03226270171175922
RPL10	78643.9123945349	1.0278014669306286	0.4695564704728628	0.006289823305203135	0.03228322292413999
RP11-35G9.3	36.814510391414565	-1.1536032976811483	0.5264051312212458	0.006309027719812008	0.0323617844484889
ATP2A1	54.12404493570155	1.4265643436548312	0.7478488923974512	0.0063252549830903875	0.03241849703539687
NAALAD2	29.30591971313149	-1.2165840581868912	0.5749004847187467	0.006325941363206809	0.03241849703539687
SVEP1	561.2248459272488	-1.0123767892617646	0.4498951142510973	0.00633367443173112	0.03244811177552099
TP73	123.2772427643541	1.4608329064757293	0.7732712788581686	0.006353252368984444	0.03253837209581052
LA16c-358B7.3	177.96348955086944	1.4956772514894539	0.8061916396549428	0.006364363675187453	0.03258522801813521
WASF3	181.36724839001636	-1.3355291739303121	0.676865830495961	0.006369268027254701	0.03258883522640742
